Date,Units Sold,Price,Sales,MovingAve7,MovingAve30
2022-06-20,13090.0,5683.94,674339.46,777211.1128571428,745700.0873333333
2022-06-21,17239.0,5905.19,1040155.79,819785.9042857143,752181.6296666667
2022-06-22,14847.0,6087.01,923467.46,827858.1799999999,760325.987
2022-06-23,14476.0,5750.88,778984.7000000001,830654.11,762852.7593333333
2022-06-24,13452.0,5716.97,788581.34,818239.6414285713,763403.2176666667
2022-06-25,13331.0,5500.6,771075.28,821811.35,760384.5713333334
2022-06-26,15611.0,5036.84,771013.8,821088.2614285714,763977.9873333334
2022-06-27,13510.0,5598.81,796081.89,838480.0371428572,767695.0223333333
2022-06-28,12630.0,5812.86,760700.74,798557.8871428573,769730.7706666667
2022-06-29,14068.0,5371.27,736288.28,771818.0042857144,770001.6496666668
2022-06-30,15354.0,5681.11,867642.62,784483.4214285715,775099.0776666666
2022-07-01,12557.0,5716.54,720906.51,774815.5885714286,773398.638
2022-07-02,13013.0,5719.85,777702.84,775762.3828571428,772717.687
2022-07-03,13402.0,5844.42,808025.16,781049.72,773462.758
2022-07-04,14660.0,5556.16,762874.02,776305.7385714286,773293.5566666666
2022-07-05,14482.0,5011.15,734934.16,772624.7985714285,773475.5519999999
2022-07-06,12980.0,5460.19,741229.1,773330.63,774691.8523333333
2022-07-07,14222.0,5717.39,819818.48,766498.6100000001,778084.1366666666
2022-07-08,14143.0,5479.09,748167.99,770393.1071428572,779058.6950000001
2022-07-09,14015.0,5756.05,842398.99,779635.4142857144,784777.457
2022-07-10,12088.0,5440.55,652992.5,757487.8914285714,777851.6753333333
2022-07-11,13903.0,5455.74,732695.4400000001,753176.6657142857,779042.847
2022-07-12,12875.0,5839.92,718818.67,750874.4528571429,782011.3556666666
2022-07-13,13298.0,5824.26,779991.36,756411.9185714285,783834.1636666667
2022-07-14,15512.0,5429.8,892407.37,766781.7599999999,788843.3343333333
2022-07-15,14348.0,6090.23,864963.38,783466.8157142858,788776.7293333334
2022-07-16,14326.0,5148.27,752300.8,770595.6457142858,788539.6496666666
2022-07-17,14041.0,5325.28,763452.12,786375.5914285715,784805.2996666667
2022-07-18,15188.0,5659.18,803662.26,796513.7085714285,786724.931
2022-07-19,14126.0,5498.86,746615.77,800484.7228571428,785742.9426666667
2022-07-20,12973.0,5778.98,759769.98,797595.9542857142,788590.6266666667
2022-07-21,14877.0,5238.35,754466.38,777890.0985714287,779067.6463333333
2022-07-22,14543.0,5802.36,810695.18,770137.4985714286,775308.5703333333
2022-07-23,14264.0,5350.1,736769.31,767918.7142857143,773901.3906666667
2022-07-24,13370.0,5732.24,770074.1,768864.7114285714,773284.4826666667
2022-07-25,13601.0,5334.03,761784.86,762882.2257142857,772974.8019999999
2022-07-26,12758.0,5483.66,675477.24,752719.5785714287,769790.25
2022-07-27,14115.0,5512.94,766202.36,753638.49,768794.2656666668
2022-07-28,14004.0,5365.76,792005.96,759001.2871428571,769837.773
2022-07-29,15396.0,5369.71,848517.1,764404.4185714286,773578.7336666666
2022-07-30,11361.0,5175.74,577720.72,741683.1914285714,763914.6703333333
2022-07-31,12187.0,5506.27,681248.68,728993.8457142857,762592.7426666667
2022-08-01,13256.0,5511.65,752436.43,727658.3557142857,761750.529
2022-08-02,13992.0,5434.09,750349.64,738354.4128571429,759828.0116666667
2022-08-03,14193.0,5685.92,758317.45,737227.9971428572,759676.126
2022-08-04,14277.0,5002.76,721688.11,727182.59,759234.591
2022-08-05,15069.0,5290.43,790448.5,718887.0757142856,760875.2376666666
2022-08-06,14395.0,5763.54,766263.43,745821.7485714286,759090.0693333334
2022-08-07,14214.0,5515.02,796052.66,762222.3171428572,760686.225
2022-08-08,14337.0,5246.07,733382.1,759500.2699999999,757052.3286666666
2022-08-09,11533.0,5828.9,703389.53,752791.6828571429,758732.2296666667
2022-08-10,15694.0,5546.91,872753.1900000001,769139.6457142857,763400.8213333334
2022-08-11,11839.0,5554.98,661158.69,760492.5857142858,761478.822
2022-08-12,14182.0,5703.51,837690.83,767241.4900000001,763402.1376666666
2022-08-13,13768.0,5335.28,700866.84,757899.12,757017.4533333334
2022-08-14,14012.0,5768.1,809916.96,759879.7342857142,755182.5726666667
2022-08-15,12641.0,5088.92,690939.62,753816.5228571428,753137.2
2022-08-16,13853.0,5542.46,767363.12,762955.6071428572,753267.5666666667
2022-08-17,14864.0,5200.49,749955.56,745413.0885714286,751477.3433333334
2022-08-18,14113.0,5373.15,760050.59,759540.5028571428,751925.1706666667
2022-08-19,14038.0,5407.92,775076.88,750595.6528571427,752435.4006666667
2022-08-20,11792.0,5708.76,673560.28,746694.7157142857,749738.5306666667
2022-08-21,12188.0,5421.41,735648.04,736084.87,747236.9593333334
2022-08-22,12354.0,5540.53,691407.38,736151.6928571428,745724.895
2022-08-23,13010.0,5969.78,797573.94,740467.5242857143,746641.5563333334
2022-08-24,13268.0,5617.7,754765.59,741154.6714285715,746407.5806666667
2022-08-25,13922.0,5725.39,818992.26,749574.91,751191.4146666665
2022-08-26,13622.0,5277.41,737776.77,744246.322857143,750243.8949999999
2022-08-27,15447.0,5266.0,791875.9299999999,761148.5585714286,750239.5606666666
2022-08-28,15281.0,5227.53,831059.59,774778.78,749657.6436666667
2022-08-29,13247.0,5317.04,730594.4,780376.9257142858,754753.4330000001
2022-08-30,13246.0,5395.67,689044.04,764872.6542857143,755013.2783333332
2022-08-31,13269.0,5452.4800000000005,704818.15,757737.3057142857,753426.0023333334
2022-09-01,14052.0,5680.1,785615.16,752969.1485714286,754601.5196666666
2022-09-02,14848.0,5550.59,774710.1,758245.3385714284,755147.9413333333
2022-09-03,13067.0,5632.01,762655.6,754071.0057142858,756513.5243333334
2022-09-04,15495.0,5881.65,883146.84,761512.0414285715,759603.469
2022-09-05,13594.0,5656.53,762796.14,766112.2899999999,759487.8926666667
2022-09-06,13419.0,5627.03,761736.32,776496.9014285713,758344.0146666666
2022-09-07,13612.0,5169.52,747229.12,782555.6114285715,758805.5819999999
2022-09-08,13967.0,5062.4,766179.0,779779.0171428572,760898.5643333333
2022-09-09,13778.0,5757.61,773513.73,779608.107142857,757590.5823333333
2022-09-10,13304.0,5170.68,633787.85,761198.4285714285,756678.2210000001
2022-09-11,13068.0,5729.2300000000005,743180.08,741203.1771428572,753527.8626666666
2022-09-12,14366.0,5746.9,804761.24,747198.1914285714,756991.0093333333
2022-09-13,14690.0,5704.81,840315.17,758423.7414285714,758004.2829999999
2022-09-14,13361.0,5506.49,753981.52,759388.37,760105.6796666667
2022-09-15,13901.0,5359.51,766002.02,759363.087142857,760060.3096666667
2022-09-16,12474.0,5472.7,653710.75,742248.3757142859,756852.1493333332
2022-09-17,13606.0,5717.33,818253.14,768600.5599999999,758792.2343333332
2022-09-18,13944.0,5402.53,735788.8200000001,767544.6657142857,757482.6323333333
2022-09-19,14306.0,5752.26,807264.28,767902.2428571429,761939.4323333333
2022-09-20,12269.0,5918.68,714816.36,749973.8414285714,761245.043
2022-09-21,11873.0,5964.32,667872.19,737672.5085714286,760460.5366666667
2022-09-22,12491.0,5880.6,745004.97,734672.93,758708.2376666666
2022-09-23,14972.0,5869.86,831525.09,760074.9785714286,761266.8876666666
2022-09-24,13535.0,5606.83,735241.9,748216.2299999999,758475.209
2022-09-25,13111.0,5388.2699999999995,699627.6,743050.3414285714,757203.5700000001
2022-09-26,13758.0,5143.43,739552.74,733377.2642857144,755459.4636666666
2022-09-27,13726.0,5721.67,768292.82,741016.7585714285,753367.238
2022-09-28,15278.0,5657.69,860458.71,768529.1185714285,757696.0483333333
2022-09-29,14165.0,5490.2,756281.43,770140.0414285715,759937.2946666667
2022-09-30,13580.0,5577.9,790880.96,764333.7371428572,762806.0549999999
2022-10-01,14531.0,5303.27,800759.39,773693.3785714285,763310.8626666666
2022-10-02,14084.0,5214.53,720332.34,776651.1985714285,761498.2706666667
2022-10-03,12580.0,5878.46,796259.1900000001,784752.12,762618.3903333333
2022-10-04,13886.0,5630.61,788634.58,787658.0857142858,759467.9816666667
2022-10-05,13673.0,5640.66,766460.55,774229.7771428572,759590.1286666667
2022-10-06,13266.0,5339.2,665763.11,761298.5885714284,756391.0216666666
2022-10-07,15558.0,5877.46,875530.3,773391.3514285714,760667.7276666667
2022-10-08,13695.0,5441.21,744044.35,765289.2028571429,759929.906
2022-10-09,12925.0,5261.74,710330.09,763860.3099999999,757823.7846666666
2022-10-10,12825.0,5440.96,706774.12,751076.7285714286,760256.6603333333
2022-10-11,12929.0,5672.58,743331.21,744604.8185714285,760261.6980000001
2022-10-12,13411.0,5457.24,697533.4,734758.0828571429,756687.4366666666
2022-10-13,14165.0,5890.11,856561.36,762014.9757142857,757228.9763333333
2022-10-14,14864.0,5214.61,793414.42,750284.1357142857,758543.4063333333
2022-10-15,14577.0,5663.33,834369.26,763187.6942857143,760822.3143333333
2022-10-16,13808.0,5428.8,732750.35,766390.5885714286,763456.9676666667
2022-10-17,14175.0,5242.78,759784.92,773963.5599999999,761508.0270000001
2022-10-18,14308.0,5467.54,839163.7000000001,787653.9157142857,764953.8563333334
2022-10-19,14353.0,5885.08,824950.46,805856.3528571428,765543.3956666667
2022-10-20,15063.0,5166.91,803858.8,798327.4157142857,768511.477
2022-10-21,12037.0,5403.02,656038.09,778702.2257142857,768117.0069999999
2022-10-22,12992.0,4984.59,673931.64,755782.5657142857,765747.896
2022-10-23,13772.0,5481.39,773738.08,761637.9557142857,763821.6623333334
2022-10-24,15564.0,5538.8,801984.63,767666.4857142858,766046.42
2022-10-25,15188.0,5276.92,818941.75,764777.6357142858,770023.5583333333
2022-10-26,12631.0,5377.1,697785.91,746611.2714285714,768631.3306666667
2022-10-27,12060.0,5391.34,656463.88,725554.8542857143,764903.6993333333
2022-10-28,13087.0,5532.73,685317.42,729737.6157142858,759065.6563333333
2022-10-29,13250.0,5463.26,732834.4,738152.2957142858,758284.0886666666
2022-10-30,14189.0,5471.26,762183.02,736501.5728571428,757327.4906666667
2022-10-31,13417.0,5392.51,739575.44,727585.9742857143,755288.0256666667
2022-11-01,15199.0,4977.12,722859.36,713859.9185714285,755372.2596666666
2022-11-02,13265.0,5251.07,720240.39,717067.7014285715,752838.2996666668
2022-11-03,12059.0,5148.21,621860.77,712124.4,747279.1726666667
2022-11-04,14061.0,5995.56,834247.47,733400.1214285714,749538.7366666666
2022-11-05,14136.0,5742.41,835035.04,748000.2128571428,755181.1343333333
2022-11-06,14226.0,5644.71,819435.16,756179.09,753311.2963333334
2022-11-07,13778.0,5709.03,815355.3,767004.7842857143,755688.328
2022-11-08,13722.0,5428.25,708195.44,764909.9385714286,755617.1730000001
2022-11-09,13846.0,5387.79,721863.63,765141.83,756120.1566666666
2022-11-10,13178.0,5534.21,769494.01,786232.2928571429,756992.25
2022-11-11,14323.0,5923.6,876153.49,792218.8671428572,762946.253
2022-11-12,12982.0,5503.36,705822.3,773759.9042857143,757921.6176666667
2022-11-13,13130.0,5375.15,711127.81,758287.4257142858,755178.7306666666
2022-11-14,13516.0,5570.25,769941.2,751799.6971428571,753031.1286666668
2022-11-15,12316.0,5568.51,634757.02,741308.4942857142,749764.6843333334
2022-11-16,13926.0,5811.08,787407.91,750671.9628571429,750685.4506666666
2022-11-17,15801.0,5731.33,948945.41,776307.8771428572,754344.841
2022-11-18,12509.0,5561.24,669938.87,746848.6457142858,749177.788
2022-11-19,13024.0,5386.34,736426.43,751220.6642857144,746930.0423333334
2022-11-20,14068.0,5380.07,719761.96,752454.1142857142,749054.1713333334
2022-11-21,13719.0,5359.04,767321.47,752079.867142857,752167.1656666667
2022-11-22,14333.0,5242.99,733538.53,766191.5114285714,750827.1806666666
2022-11-23,14548.0,5615.29,835503.91,773062.3685714286,751944.49
2022-11-24,13193.0,5861.02,783423.67,749416.4057142857,750760.554
2022-11-25,15015.0,5684.73,864411.96,777198.2757142857,756314.7556666668
2022-11-26,15512.0,5643.05,902359.58,800903.0114285714,764511.279
2022-11-27,14221.0,5585.11,777988.17,809221.0414285715,767600.304
2022-11-28,12557.0,5653.86,720727.55,802564.7671428572,767196.7423333334
2022-11-29,14540.0,5530.36,847384.62,818828.4942857142,770036.7956666667
2022-11-30,13832.0,5403.8,756414.99,807530.0771428571,770598.1140000001
2022-12-01,14128.0,5726.85,801925.25,810173.16,773233.6436666667
2022-12-02,14348.0,5331.56,742500.1,792757.1799999999,773975.634
2022-12-03,13456.0,5230.32,768720.59,773665.8957142857,778870.9613333333
2022-12-04,13180.0,5046.11,680920.38,759799.0685714287,773760.0583333333
2022-12-05,13504.0,5443.02,773561.54,767346.7814285716,771710.9416666667
2022-12-06,14849.0,5419.68,788172.84,758887.9557142857,770668.8643333333
2022-12-07,12984.0,5371.22,611021.11,738117.4014285713,763857.7246666667
2022-12-08,12773.0,5544.74,666027.33,718703.4128571429,762452.1209999999
2022-12-09,12751.0,5170.38,655839.67,706323.3514285714,760251.3223333334
2022-12-10,11195.0,5403.6,615170.1900000001,684387.5800000001,755107.1950000001
2022-12-11,14781.0,5905.92,884493.65,713469.4757142857,755385.2003333333
2022-12-12,13443.0,5640.43,713030.8,704822.2271428572,755625.4836666667
2022-12-13,12536.0,4899.49,569305.92,673555.5242857143,750898.0873333333
2022-12-14,14644.0,5687.26,867045.61,710130.4528571429,754134.901
2022-12-15,13732.0,5567.68,802826.29,729673.1614285714,759737.2100000001
2022-12-16,15179.0,5866.05,831766.16,754805.5171428572,761215.8183333334
2022-12-17,12060.0,5494.95,642244.54,758673.2814285714,750992.456
2022-12-18,14081.0,5606.43,802193.5,746916.1171428572,755400.9436666667
2022-12-19,13291.0,5359.91,712678.68,746865.8142857143,754609.352
2022-12-20,12688.0,5340.38,667151.04,760843.6885714285,752855.6546666666
2022-12-21,12392.0,5712.27,733947.97,741829.7400000001,751743.2046666667
2022-12-22,13712.0,5757.35,834086.85,746295.5342857143,755094.8153333333
2022-12-23,14191.0,5489.15,746740.87,734149.0642857143,752136.0473333334
2022-12-24,11018.0,5288.0,564512.89,723044.5428571429,744839.0213333333
2022-12-25,12143.0,5371.48,632023.47,698734.5385714285,737092.7383333333
2022-12-26,14326.0,5344.13,800979.42,711348.9299999999,733713.3996666668
2022-12-27,12229.0,5276.58,647517.4299999999,708544.1285714285,729364.375
2022-12-28,12145.0,5607.49,660268.14,698018.4385714286,727349.0613333334
2022-12-29,14109.0,5627.9800000000005,799091.73,693019.1357142858,725739.2983333333
2022-12-30,13872.0,5531.94,778138.49,697504.51,726463.4150000002
2022-12-31,12581.0,5405.98,699637.63,716808.0442857144,723053.8276666667
2023-01-01,16038.0,5118.15,844330.14,747137.5685714285,726448.1623333334
2023-01-02,14691.0,5619.29,824581.36,750509.2742857143,728310.188
2023-01-03,15142.0,5558.93,849685.74,779390.4614285714,733935.7
2023-01-04,12195.0,5516.39,658708.26,779167.6214285715,730107.2573333333
2023-01-05,13956.0,5456.67,741640.98,770960.3714285714,728556.1953333333
2023-01-06,11984.0,5845.3,704316.69,760414.4,731666.0480000001
2023-01-07,12729.0,5402.27,722284.54,763649.6728571429,733541.2883333334
2023-01-08,12444.0,5730.37,669501.25,738674.1171428572,733996.6743333334
2023-01-09,13511.0,5707.6,765226.34,730194.8285714285,738998.546
2023-01-10,11571.0,5316.34,605941.55,695374.2300000001,729713.476
2023-01-11,11741.0,5947.98,690042.44,699850.5414285713,728947.1973333333
2023-01-12,14744.0,5541.06,834985.31,713185.4457142857,737803.177
2023-01-13,14458.0,5870.34,811078.81,728437.1771428572,735937.6170000001
2023-01-14,14513.0,5634.51,775320.98,736013.8114285714,735020.7733333333
